id_guru,id_madrasah,jenis_kelamin,usia,kualifikasi,pengalaman_tahun,sertifikasi,skor_literasi_digital,jam_mengajar_per_minggu
GR000843,MDR00254,P,37,D3/Lainnya,10,0,51.6,16
GR000844,MDR00254,L,38,S2 PAI,13,0,68.6,28
GR000845,MDR00254,P,36,S1 PAI,13,0,53.8,23
GR000846,MDR00254,L,23,S1 PAI,0,1,69.3,19
GR000847,MDR00255,L,34,D3/Lainnya,10,0,59.0,23
GR000848,MDR00255,P,38,S2 Non-PAI,10,0,62.9,16
GR000849,MDR00255,P,42,S1 PAI,15,1,74.8,28
GR000850,MDR00256,L,37,S1 PAI,10,1,63.9,29
GR000851,MDR00257,P,43,S1 Non-PAI,17,1,39.4,24
GR000852,MDR00257,P,37,S1 PAI,13,0,58.0,23
GR000853,MDR00258,L,23,S1 Non-PAI,0,0,44.6,25
GR000854,MDR00258,P,27,S2 Non-PAI,0,0,54.1,26
GR000855,MDR00259,P,46,S1 Non-PAI,20,0,66.2,29
GR000856,MDR00259,L,34,S1 PAI,9,1,81.5,22
GR000857,MDR00259,P,30,S1 PAI,7,0,76.2,26
GR000858,MDR00260,P,30,S1 Non-PAI,4,0,51.7,17
GR000859,MDR00261,P,42,S1 PAI,18,1,66.3,29
GR000860,MDR00261,P,37,S2 Non-PAI,10,1,79.1,21
GR000861,MDR00261,P,30,S1 PAI,3,0,55.3,22
GR000862,MDR00261,P,54,S1 PAI,27,1,37.0,23
GR000863,MDR00262,P,30,S1 PAI,4,0,69.1,20
GR000864,MDR00262,P,30,D3/Lainnya,7,0,54.0,20
GR000865,MDR00263,P,24,S2 PAI,0,0,70.7,20
GR000866,MDR00263,P,29,S1 PAI,5,0,71.0,28
GR000867,MDR00264,P,42,S1 PAI,14,1,52.8,21
GR000868,MDR00264,P,39,S1 PAI,11,1,51.6,18
GR000869,MDR00264,P,34,S1 PAI,9,0,58.8,22
GR000870,MDR00264,P,30,S1 Non-PAI,6,0,66.5,24
GR000871,MDR00265,P,35,S1 PAI,12,1,63.8,19
GR000872,MDR00266,P,27,S1 PAI,0,1,62.4,19
GR000873,MDR00266,L,47,S2 PAI,19,1,56.5,24
GR000874,MDR00267,L,23,S1 PAI,0,0,61.9,20
GR000875,MDR00267,P,35,S1 PAI,9,1,52.8,26
GR000876,MDR00267,L,50,S1 PAI,26,0,41.7,14
GR000877,MDR00268,L,41,S2 PAI,17,0,62.7,26
GR000878,MDR00268,P,59,S1 PAI,34,1,47.0,20
GR000879,MDR00268,P,46,S1 PAI,22,0,55.1,21
GR000880,MDR00268,P,42,S1 Non-PAI,19,0,39.8,23
GR000881,MDR00269,L,34,S2 Non-PAI,11,0,71.0,18
GR000882,MDR00269,P,29,S1 PAI,6,0,65.9,22
GR000883,MDR00270,P,40,S1 PAI,15,0,63.3,20
GR000884,MDR00271,P,39,S1 Non-PAI,12,1,51.4,20
GR000885,MDR00271,L,45,D3/Lainnya,19,0,38.5,29
GR000886,MDR00271,P,42,S1 PAI,15,0,53.7,22
GR000887,MDR00271,P,57,S1 Non-PAI,33,0,53.7,20
GR000888,MDR00271,L,49,S1 PAI,24,1,64.0,23
GR000889,MDR00271,L,32,S1 PAI,6,1,46.5,29
GR000890,MDR00271,L,45,S2 Non-PAI,22,0,63.0,24
GR000891,MDR00272,L,29,S1 Non-PAI,5,1,62.6,25
GR000892,MDR00272,L,57,S1 PAI,31,1,43.9,23
GR000893,MDR00272,P,23,S2 PAI,0,1,71.8,22
GR000894,MDR00272,L,41,S1 PAI,13,1,55.3,27
GR000895,MDR00272,L,35,S1 PAI,12,1,46.5,26
GR000896,MDR00273,P,43,S1 PAI,19,0,51.3,24
GR000897,MDR00273,L,36,S1 PAI,9,1,58.5,28
GR000898,MDR00273,L,42,S1 PAI,18,1,57.0,30
GR000899,MDR00274,P,45,S1 Non-PAI,17,0,58.4,23
GR000900,MDR00274,L,38,S1 PAI,11,0,54.8,23
GR000901,MDR00275,P,35,S1 PAI,7,1,59.5,17
GR000902,MDR00276,L,38,D3/Lainnya,11,1,55.5,28
GR000903,MDR00276,L,37,S1 PAI,14,1,79.1,20
GR000904,MDR00276,P,45,S2 PAI,18,1,74.3,22
GR000905,MDR00276,L,34,S2 PAI,10,0,63.1,25
GR000906,MDR00276,P,41,D3/Lainnya,15,1,53.8,27
GR000907,MDR00276,L,47,S2 PAI,21,1,50.2,22
GR000908,MDR00276,P,31,S1 PAI,6,1,65.5,22
GR000909,MDR00277,L,34,D3/Lainnya,11,0,61.3,27
GR000910,MDR00278,P,43,S1 PAI,16,0,43.2,27
GR000911,MDR00279,L,36,S1 PAI,10,0,47.4,28
GR000912,MDR00279,P,23,D3/Lainnya,0,1,55.0,26
GR000913,MDR00279,P,37,S1 PAI,10,0,61.7,17
GR000914,MDR00280,P,51,S1 PAI,25,0,63.8,28
GR000915,MDR00280,L,46,S2 PAI,23,1,47.8,21
GR000916,MDR00280,P,47,D3/Lainnya,24,1,46.5,29
GR000917,MDR00280,L,28,S1 Non-PAI,3,1,61.4,24
GR000918,MDR00280,P,39,S1 PAI,13,0,54.5,26
GR000919,MDR00281,P,23,S1 PAI,0,0,66.9,25
GR000920,MDR00282,L,38,S1 Non-PAI,10,1,47.5,29
GR000921,MDR00282,P,42,S1 Non-PAI,15,0,52.8,24
GR000922,MDR00282,L,44,S2 PAI,19,0,76.6,23
GR000923,MDR00282,L,32,S1 PAI,5,0,65.8,27
GR000924,MDR00282,L,45,S2 Non-PAI,19,0,63.2,23
GR000925,MDR00282,P,38,S1 PAI,14,1,65.8,23
GR000926,MDR00283,P,47,S1 Non-PAI,21,0,46.6,30
GR000927,MDR00283,P,35,S1 Non-PAI,9,1,69.1,33
GR000928,MDR00283,P,32,S2 PAI,4,1,81.7,21
GR000929,MDR00283,L,39,S1 PAI,13,1,75.3,22
GR000930,MDR00284,P,44,S1 PAI,18,0,48.0,33
GR000931,MDR00284,L,38,S1 PAI,12,0,69.6,15
GR000932,MDR00284,P,59,S1 PAI,33,0,63.1,25
GR000933,MDR00285,L,26,S2 PAI,1,0,71.6,20
GR000934,MDR00286,L,41,S2 Non-PAI,15,1,58.2,21
GR000935,MDR00286,P,54,S1 PAI,30,0,46.0,24
GR000936,MDR00286,P,44,S1 PAI,18,1,62.8,30
GR000937,MDR00286,L,40,S1 PAI,15,0,52.6,21
GR000938,MDR00286,L,30,D3/Lainnya,2,0,63.9,27
GR000939,MDR00286,L,25,D3/Lainnya,0,0,46.0,20
GR000940,MDR00286,P,26,S1 PAI,0,0,59.5,20
GR000941,MDR00287,L,39,S1 PAI,12,1,63.4,27
GR000942,MDR00287,P,46,S1 Non-PAI,23,1,57.3,16
GR000943,MDR00287,P,50,S1 Non-PAI,23,0,61.2,12
GR000944,MDR00287,L,29,S1 PAI,4,0,61.7,23
GR000945,MDR00287,P,37,S1 PAI,12,1,58.1,20
GR000946,MDR00288,L,39,S2 PAI,16,1,60.1,30
GR000947,MDR00288,P,34,S1 PAI,7,1,58.3,25
GR000948,MDR00289,P,23,S2 PAI,0,1,87.4,26
GR000949,MDR00289,L,34,S1 PAI,9,0,70.6,27
GR000950,MDR00290,P,23,S1 PAI,0,1,55.0,28
GR000951,MDR00290,P,36,S1 PAI,11,1,55.9,26
GR000952,MDR00290,P,35,S1 PAI,8,1,57.2,22
GR000953,MDR00291,P,38,S1 PAI,14,1,48.3,25
GR000954,MDR00291,L,45,S1 Non-PAI,21,1,57.2,18
GR000955,MDR00291,L,40,S1 Non-PAI,16,0,65.6,30
GR000956,MDR00291,L,45,S1 PAI,19,0,63.6,21
GR000957,MDR00291,P,42,S1 PAI,18,1,43.2,26
GR000958,MDR00291,P,59,S1 PAI,35,1,63.3,17
GR000959,MDR00292,P,42,S1 Non-PAI,17,1,68.1,26
GR000960,MDR00292,P,34,S1 PAI,10,0,72.1,18
GR000961,MDR00293,P,44,S1 Non-PAI,19,1,49.1,24
GR000962,MDR00293,L,44,S2 PAI,20,1,62.6,26
GR000963,MDR00293,L,43,S1 PAI,15,1,51.7,21
GR000964,MDR00293,L,37,S1 PAI,10,1,53.4,12
GR000965,MDR00293,L,45,S1 Non-PAI,22,0,60.4,25
GR000966,MDR00294,P,32,S1 PAI,6,0,57.0,22
GR000967,MDR00294,P,31,S1 PAI,5,0,60.6,29
GR000968,MDR00294,P,26,S2 PAI,1,0,75.2,25
GR000969,MDR00294,P,39,S1 PAI,11,0,55.9,22
GR000970,MDR00295,P,50,S1 PAI,25,1,62.0,16
GR000971,MDR00295,P,37,S1 PAI,10,0,54.8,31
GR000972,MDR00296,L,46,D3/Lainnya,20,0,37.4,33
GR000973,MDR00296,P,32,S1 PAI,9,0,55.5,23
GR000974,MDR00297,P,30,S1 Non-PAI,2,0,62.6,18
GR000975,MDR00298,P,33,S1 PAI,10,1,51.1,26
GR000976,MDR00298,L,37,S1 Non-PAI,11,1,68.1,25
GR000977,MDR00298,P,35,S1 PAI,7,1,44.4,27
GR000978,MDR00299,L,36,D3/Lainnya,8,1,54.2,31
GR000979,MDR00299,L,44,S1 Non-PAI,16,0,64.8,20
GR000980,MDR00300,L,37,S1 PAI,14,0,47.8,18
GR000981,MDR00300,P,56,D3/Lainnya,29,1,50.7,25
GR000982,MDR00300,P,33,S2 PAI,8,1,58.2,19
GR000983,MDR00300,P,33,S2 PAI,6,1,70.6,25
