id_madrasah,kelas,rumpun_pai,rata_nilai,persen_tuntas,n_siswa
MDR00139,1,Bahasa Arab,68.5,73.0,15
MDR00139,2,Akidah-Akhlak,63.0,56.1,15
MDR00139,2,Fikih,63.9,62.3,16
MDR00139,2,SKI,64.5,57.7,15
MDR00139,2,Quran-Hadis,65.2,74.2,18
MDR00139,2,Bahasa Arab,69.6,68.2,15
MDR00139,3,Akidah-Akhlak,64.8,51.1,14
MDR00139,3,Fikih,57.0,49.9,16
MDR00139,3,SKI,55.9,37.8,17
MDR00139,3,Quran-Hadis,70.4,77.0,16
MDR00139,3,Bahasa Arab,62.8,55.3,16
MDR00139,4,Akidah-Akhlak,73.5,80.3,17
MDR00139,4,Fikih,65.3,62.4,17
MDR00139,4,SKI,59.9,44.7,17
MDR00139,4,Quran-Hadis,71.2,83.9,15
MDR00139,4,Bahasa Arab,64.5,65.1,18
MDR00139,5,Akidah-Akhlak,64.4,52.1,18
MDR00139,5,Fikih,65.7,51.3,17
MDR00139,5,SKI,58.7,50.9,17
MDR00139,5,Quran-Hadis,62.1,52.5,17
MDR00139,5,Bahasa Arab,62.5,56.4,15
MDR00139,6,Akidah-Akhlak,60.8,53.1,15
MDR00139,6,Fikih,69.0,71.7,14
MDR00139,6,SKI,56.2,44.4,14
MDR00139,6,Quran-Hadis,67.1,63.9,16
MDR00139,6,Bahasa Arab,60.8,63.2,15
MDR00140,1,Akidah-Akhlak,69.5,81.5,8
MDR00140,1,Fikih,72.4,74.6,9
MDR00140,1,SKI,64.0,62.6,8
MDR00140,1,Quran-Hadis,73.3,90.2,9
MDR00140,1,Bahasa Arab,64.4,65.6,7
MDR00140,2,Akidah-Akhlak,67.5,63.8,9
MDR00140,2,Fikih,65.4,64.6,9
MDR00140,2,SKI,68.3,67.3,7
MDR00140,2,Quran-Hadis,71.8,86.2,8
MDR00140,2,Bahasa Arab,68.2,67.6,8
MDR00140,3,Akidah-Akhlak,66.4,64.0,7
MDR00140,3,Fikih,73.5,90.6,8
MDR00140,3,SKI,68.4,78.6,9
MDR00140,3,Quran-Hadis,65.7,62.1,9
MDR00140,3,Bahasa Arab,65.5,64.9,7
MDR00140,4,Akidah-Akhlak,70.7,81.3,8
MDR00140,4,Fikih,65.4,71.4,8
MDR00140,4,SKI,63.6,61.2,9
MDR00140,4,Quran-Hadis,66.9,67.3,7
MDR00140,4,Bahasa Arab,63.8,57.8,9
MDR00140,5,Akidah-Akhlak,70.6,78.4,9
MDR00140,5,Fikih,73.7,86.9,9
MDR00140,5,SKI,64.7,64.6,8
MDR00140,5,Quran-Hadis,65.0,58.2,7
MDR00140,5,Bahasa Arab,68.0,62.3,9
MDR00140,6,Akidah-Akhlak,63.1,57.3,8
MDR00140,6,Fikih,71.3,72.7,8
MDR00140,6,SKI,66.9,70.0,8
MDR00140,6,Quran-Hadis,70.0,77.0,9
MDR00140,6,Bahasa Arab,71.7,76.3,9
MDR00141,7,Akidah-Akhlak,66.6,69.8,100
MDR00141,7,Fikih,67.3,71.3,84
MDR00141,7,SKI,63.5,58.0,86
MDR00141,7,Quran-Hadis,65.5,69.0,89
MDR00141,7,Bahasa Arab,63.8,57.7,111
MDR00141,8,Akidah-Akhlak,64.9,64.3,93
MDR00141,8,Fikih,60.9,55.1,111
MDR00141,8,SKI,62.9,56.0,87
MDR00141,8,Quran-Hadis,64.6,66.0,96
MDR00141,8,Bahasa Arab,60.2,52.5,86
MDR00141,9,Akidah-Akhlak,57.6,45.9,92
MDR00141,9,Fikih,63.6,57.3,105
MDR00141,9,SKI,59.0,43.8,96
MDR00141,9,Quran-Hadis,65.7,62.2,96
MDR00141,9,Bahasa Arab,56.6,38.1,99
MDR00142,7,Akidah-Akhlak,73.7,79.4,90
MDR00142,7,Fikih,83.9,100,105
MDR00142,7,SKI,80.4,93.7,103
MDR00142,7,Quran-Hadis,79.7,100,97
MDR00142,7,Bahasa Arab,80.2,100,99
MDR00142,8,Akidah-Akhlak,78.2,100,98
MDR00142,8,Fikih,82.2,100,93
MDR00142,8,SKI,75.2,93.2,90
MDR00142,8,Quran-Hadis,73.5,85.2,97
MDR00142,8,Bahasa Arab,76.5,100,85
MDR00142,9,Akidah-Akhlak,77.2,91.7,105
MDR00142,9,Fikih,75.5,91.4,87
MDR00142,9,SKI,74.8,94.2,90
MDR00142,9,Quran-Hadis,76.6,88.7,96
MDR00142,9,Bahasa Arab,74.9,84.8,104
MDR00143,7,Akidah-Akhlak,80.9,98.6,117
MDR00143,7,Fikih,76.1,92.9,133
MDR00143,7,SKI,75.5,98.9,136
MDR00143,7,Quran-Hadis,77.8,88.8,120
MDR00143,7,Bahasa Arab,78.6,95.0,131
MDR00143,8,Akidah-Akhlak,76.6,95.2,143
MDR00143,8,Fikih,77.3,95.6,133
MDR00143,8,SKI,72.5,79.0,121
MDR00143,8,Quran-Hadis,79.7,100,140
MDR00143,8,Bahasa Arab,81.0,100,117
MDR00143,9,Akidah-Akhlak,82.0,99.6,116
MDR00143,9,Fikih,75.9,88.3,107
MDR00143,9,SKI,75.0,83.7,136
MDR00143,9,Quran-Hadis,79.1,99.8,138
MDR00143,9,Bahasa Arab,79.5,100,138
MDR00144,7,Akidah-Akhlak,79.8,93.6,131
MDR00144,7,Fikih,78.1,90.4,120
MDR00144,7,SKI,76.0,91.8,120
MDR00144,7,Quran-Hadis,79.6,100,117
MDR00144,7,Bahasa Arab,73.2,75.9,98
MDR00144,8,Akidah-Akhlak,76.6,86.4,98
MDR00144,8,Fikih,79.5,99.7,128
MDR00144,8,SKI,76.0,91.0,122
MDR00144,8,Quran-Hadis,71.8,80.8,98
MDR00144,8,Bahasa Arab,76.9,88.7,115
MDR00144,9,Akidah-Akhlak,76.2,95.5,104
MDR00144,9,Fikih,72.5,77.6,98
MDR00144,9,SKI,76.2,93.5,123
MDR00144,9,Quran-Hadis,76.8,93.5,105
MDR00144,9,Bahasa Arab,78.2,100,99
MDR00145,7,Akidah-Akhlak,81.5,100,97
MDR00145,7,Fikih,84.4,100,97
MDR00145,7,SKI,81.0,99.9,99
MDR00145,7,Quran-Hadis,83.1,100,91
MDR00145,7,Bahasa Arab,80.0,100.0,92
MDR00145,8,Akidah-Akhlak,89.4,100,83
MDR00145,8,Fikih,85.5,100,85
MDR00145,8,SKI,76.9,89.7,84
MDR00145,8,Quran-Hadis,76.5,90.5,81
MDR00145,8,Bahasa Arab,82.9,100,97
MDR00145,9,Akidah-Akhlak,86.2,100,90
MDR00145,9,Fikih,85.5,100,80
MDR00145,9,SKI,83.3,100,79
MDR00145,9,Quran-Hadis,86.5,100,102
MDR00145,9,Bahasa Arab,80.8,93.7,82
MDR00146,1,Akidah-Akhlak,74.5,83.4,27
MDR00146,1,Fikih,72.5,77.3,23
MDR00146,1,SKI,73.7,86.9,28
MDR00146,1,Quran-Hadis,70.7,75.4,26
MDR00146,1,Bahasa Arab,70.8,79.4,23
MDR00146,2,Akidah-Akhlak,71.0,78.3,25
MDR00146,2,Fikih,75.0,91.6,25
MDR00146,2,SKI,68.8,64.5,25
MDR00146,2,Quran-Hadis,74.8,82.5,23
MDR00146,2,Bahasa Arab,77.3,92.5,23
MDR00146,3,Akidah-Akhlak,81.7,100,25
MDR00146,3,Fikih,79.5,100,28
MDR00146,3,SKI,74.9,90.8,27
MDR00146,3,Quran-Hadis,76.2,100,21
MDR00146,3,Bahasa Arab,73.6,94.7,28
MDR00146,4,Akidah-Akhlak,76.4,88.5,26
MDR00146,4,Fikih,68.9,68.2,22
MDR00146,4,SKI,71.5,75.7,27
MDR00146,4,Quran-Hadis,77.0,93.1,28
MDR00146,4,Bahasa Arab,76.6,89.8,27
MDR00146,5,Akidah-Akhlak,74.5,86.0,28
MDR00146,5,Fikih,73.4,88.8,26
MDR00146,5,SKI,72.1,83.2,26
MDR00146,5,Quran-Hadis,74.5,88.4,23
MDR00146,5,Bahasa Arab,79.0,89.9,22
MDR00146,6,Akidah-Akhlak,72.3,84.9,23
MDR00146,6,Fikih,76.9,88.0,24
MDR00146,6,SKI,70.0,72.8,23
MDR00146,6,Quran-Hadis,76.9,95.4,24
MDR00146,6,Bahasa Arab,68.1,82.7,23
MDR00147,10,Akidah-Akhlak,71.5,79.1,128
MDR00147,10,Fikih,70.3,76.1,136
MDR00147,10,SKI,71.7,76.8,142
MDR00147,10,Quran-Hadis,73.2,82.7,138
MDR00147,10,Bahasa Arab,69.2,70.9,137
MDR00147,11,Akidah-Akhlak,72.4,82.1,124
MDR00147,11,Fikih,72.5,91.2,109
MDR00147,11,SKI,68.9,64.9,120
MDR00147,11,Quran-Hadis,73.3,75.0,142
MDR00147,11,Bahasa Arab,69.1,73.8,136
MDR00147,12,Akidah-Akhlak,76.5,87.4,125
MDR00147,12,Fikih,71.2,84.2,109
MDR00147,12,SKI,70.8,86.1,138
MDR00147,12,Quran-Hadis,74.7,92.7,132
MDR00147,12,Bahasa Arab,70.3,80.5,135
MDR00148,7,Akidah-Akhlak,66.4,71.3,98
MDR00148,7,Fikih,67.2,61.8,123
MDR00148,7,SKI,61.5,48.7,114
MDR00148,7,Quran-Hadis,62.4,56.9,117
MDR00148,7,Bahasa Arab,67.5,71.4,110
MDR00148,8,Akidah-Akhlak,59.3,55.3,109
MDR00148,8,Fikih,62.5,56.4,120
MDR00148,8,SKI,60.7,42.6,94
MDR00148,8,Quran-Hadis,62.2,52.1,118
MDR00148,8,Bahasa Arab,65.5,74.9,113
MDR00148,9,Akidah-Akhlak,61.4,49.9,115
MDR00148,9,Fikih,62.2,59.9,118
MDR00148,9,SKI,60.5,54.8,114
MDR00148,9,Quran-Hadis,63.3,56.0,95
MDR00148,9,Bahasa Arab,64.5,58.2,105
MDR00149,10,Akidah-Akhlak,76.9,96.8,41
MDR00149,10,Fikih,71.9,76.1,45
MDR00149,10,SKI,71.7,81.7,37
MDR00149,10,Quran-Hadis,71.1,74.1,43
MDR00149,10,Bahasa Arab,68.7,74.5,43
MDR00149,11,Akidah-Akhlak,75.7,93.7,46
MDR00149,11,Fikih,75.0,88.7,35
MDR00149,11,SKI,75.6,90.0,38
MDR00149,11,Quran-Hadis,67.9,62.9,47
MDR00149,11,Bahasa Arab,73.1,85.1,38
MDR00149,12,Akidah-Akhlak,72.2,75.3,41
MDR00149,12,Fikih,73.4,82.4,40
MDR00149,12,SKI,68.7,73.7,42
MDR00149,12,Quran-Hadis,69.1,73.1,39
MDR00149,12,Bahasa Arab,70.9,66.8,43
MDR00150,1,Akidah-Akhlak,73.7,84.3,56
MDR00150,1,Fikih,63.3,54.8,58
MDR00150,1,SKI,66.0,66.9,56
MDR00150,1,Quran-Hadis,76.2,90.7,65
MDR00150,1,Bahasa Arab,71.9,76.3,55
MDR00150,2,Akidah-Akhlak,68.4,71.0,53
MDR00150,2,Fikih,73.4,87.4,48
MDR00150,2,SKI,69.4,77.1,59
MDR00150,2,Quran-Hadis,71.5,73.7,54
MDR00150,2,Bahasa Arab,74.3,81.2,63
MDR00150,3,Akidah-Akhlak,69.7,83.0,49
MDR00150,3,Fikih,72.0,84.3,49
MDR00150,3,SKI,69.5,73.6,55
MDR00150,3,Quran-Hadis,68.9,77.8,61
MDR00150,3,Bahasa Arab,67.7,74.1,57
MDR00150,4,Akidah-Akhlak,68.7,70.0,59
MDR00150,4,Fikih,71.5,80.2,58
MDR00150,4,SKI,70.1,69.9,53
MDR00150,4,Quran-Hadis,72.1,79.0,50
MDR00150,4,Bahasa Arab,68.7,77.1,49
MDR00150,5,Akidah-Akhlak,73.0,84.3,55
MDR00150,5,Fikih,70.6,69.6,56
MDR00150,5,SKI,71.4,79.8,60
MDR00150,5,Quran-Hadis,73.4,86.4,59
MDR00150,5,Bahasa Arab,69.9,73.5,60
MDR00150,6,Akidah-Akhlak,74.7,85.2,52
MDR00150,6,Fikih,72.0,87.1,59
MDR00150,6,SKI,66.5,62.6,54
MDR00150,6,Quran-Hadis,70.8,74.3,52
MDR00150,6,Bahasa Arab,75.1,81.5,52
MDR00151,7,Akidah-Akhlak,65.5,65.3,128
MDR00151,7,Fikih,70.0,68.9,139
MDR00151,7,SKI,69.4,81.7,132
MDR00151,7,Quran-Hadis,70.4,79.5,123
MDR00151,7,Bahasa Arab,77.2,88.4,140
MDR00151,8,Akidah-Akhlak,69.1,67.7,126
MDR00151,8,Fikih,75.0,87.0,145
MDR00151,8,SKI,74.1,72.0,150
MDR00151,8,Quran-Hadis,72.8,85.3,139
MDR00151,8,Bahasa Arab,70.0,74.4,140
MDR00151,9,Akidah-Akhlak,68.8,70.9,132
MDR00151,9,Fikih,69.9,79.9,130
MDR00151,9,SKI,68.9,73.2,148
MDR00151,9,Quran-Hadis,70.6,87.6,124
MDR00151,9,Bahasa Arab,67.2,62.2,139
MDR00152,7,Akidah-Akhlak,85.8,100,92
MDR00152,7,Fikih,77.6,93.1,101
MDR00152,7,SKI,79.1,92.3,85
MDR00152,7,Quran-Hadis,82.0,100,104
MDR00152,7,Bahasa Arab,74.2,87.2,93
MDR00152,8,Akidah-Akhlak,80.4,100,89
MDR00152,8,Fikih,81.4,92.5,90
MDR00152,8,SKI,78.4,85.8,92
MDR00152,8,Quran-Hadis,78.6,100,91
MDR00152,8,Bahasa Arab,76.2,97.5,89
MDR00152,9,Akidah-Akhlak,78.7,100,104
MDR00152,9,Fikih,76.1,86.4,94
MDR00152,9,SKI,84.2,100,83
MDR00152,9,Quran-Hadis,83.9,100,95
MDR00152,9,Bahasa Arab,77.3,92.4,81
MDR00153,1,Akidah-Akhlak,84.2,100,12
MDR00153,1,Fikih,81.6,100,11
MDR00153,1,SKI,78.9,93.1,12
MDR00153,1,Quran-Hadis,79.7,93.9,12
MDR00153,1,Bahasa Arab,85.3,100,12
MDR00153,2,Akidah-Akhlak,86.2,100,12
MDR00153,2,Fikih,82.8,100,10
MDR00153,2,SKI,77.1,99.0,12
MDR00153,2,Quran-Hadis,79.5,97.6,10
MDR00153,2,Bahasa Arab,82.4,100,9
MDR00153,3,Akidah-Akhlak,84.4,100,10
MDR00153,3,Fikih,87.2,100,11
MDR00153,3,SKI,84.4,100,12
MDR00153,3,Quran-Hadis,85.3,100,12
MDR00153,3,Bahasa Arab,85.2,100,9
MDR00153,4,Akidah-Akhlak,84.8,100,10
MDR00153,4,Fikih,82.3,100,10
MDR00153,4,SKI,83.9,100,10
MDR00153,4,Quran-Hadis,84.5,100,12
MDR00153,4,Bahasa Arab,81.3,100,10
MDR00153,5,Akidah-Akhlak,79.9,100,12
MDR00153,5,Fikih,82.3,100,10
MDR00153,5,SKI,71.6,77.5,11
MDR00153,5,Quran-Hadis,84.5,100,10
MDR00153,5,Bahasa Arab,79.1,97.6,12
MDR00153,6,Akidah-Akhlak,81.6,99.8,11
MDR00153,6,Fikih,88.5,100,12
MDR00153,6,SKI,81.0,100,9
MDR00153,6,Quran-Hadis,82.6,100,10
MDR00153,6,Bahasa Arab,82.6,95.4,10
MDR00154,10,Akidah-Akhlak,81.0,100,94
MDR00154,10,Fikih,82.3,100,73
MDR00154,10,SKI,79.5,99.8,80
MDR00154,10,Quran-Hadis,80.2,100,72
MDR00154,10,Bahasa Arab,74.8,94.2,86
MDR00154,11,Akidah-Akhlak,80.4,100,77
MDR00154,11,Fikih,80.2,100,91
MDR00154,11,SKI,77.7,100,93
MDR00154,11,Quran-Hadis,77.4,96.9,84
MDR00154,11,Bahasa Arab,77.9,99.8,90
MDR00154,12,Akidah-Akhlak,79.1,93.3,89
MDR00154,12,Fikih,81.1,100,74
MDR00154,12,SKI,80.5,100,76
MDR00154,12,Quran-Hadis,79.5,100,76
MDR00154,12,Bahasa Arab,78.4,98.7,90
MDR00155,1,Akidah-Akhlak,67.1,68.1,34
MDR00155,1,Fikih,67.7,68.0,36
MDR00155,1,SKI,69.8,66.8,42
MDR00155,1,Quran-Hadis,72.9,81.1,33
MDR00155,1,Bahasa Arab,68.7,67.1,35
MDR00155,2,Akidah-Akhlak,66.1,71.9,35
MDR00155,2,Fikih,72.7,83.7,40
MDR00155,2,SKI,72.3,75.9,32
MDR00155,2,Quran-Hadis,69.1,65.5,37
MDR00155,2,Bahasa Arab,71.9,72.9,41
MDR00155,3,Akidah-Akhlak,70.9,83.4,32
MDR00155,3,Fikih,68.1,81.5,38
MDR00155,3,SKI,65.2,67.6,40
MDR00155,3,Quran-Hadis,68.8,71.8,36
MDR00155,3,Bahasa Arab,67.3,61.0,39
MDR00155,4,Akidah-Akhlak,72.7,90.5,40
MDR00155,4,Fikih,71.2,81.1,33
MDR00155,4,SKI,66.0,70.6,40
MDR00155,4,Quran-Hadis,69.0,70.4,37
MDR00155,4,Bahasa Arab,67.0,65.4,40
MDR00155,5,Akidah-Akhlak,73.0,82.7,35
MDR00155,5,Fikih,72.1,78.1,34
MDR00155,5,SKI,63.9,59.5,34
MDR00155,5,Quran-Hadis,67.0,70.4,42
MDR00155,5,Bahasa Arab,66.4,73.2,33
MDR00155,6,Akidah-Akhlak,70.7,76.7,42
MDR00155,6,Fikih,65.7,64.3,36
MDR00155,6,SKI,63.1,50.9,36
MDR00155,6,Quran-Hadis,69.1,79.8,32
MDR00155,6,Bahasa Arab,70.8,81.7,41
MDR00156,10,Akidah-Akhlak,83.2,100,41
MDR00156,10,Fikih,81.1,97.1,35
MDR00156,10,SKI,74.2,100,39
MDR00156,10,Quran-Hadis,78.6,91.1,33
MDR00156,10,Bahasa Arab,73.1,77.8,34
MDR00156,11,Akidah-Akhlak,81.6,100,41
MDR00156,11,Fikih,75.9,82.0,41
MDR00156,11,SKI,75.6,86.6,41
MDR00156,11,Quran-Hadis,78.9,95.0,44
MDR00156,11,Bahasa Arab,82.6,100,41
MDR00156,12,Akidah-Akhlak,75.5,82.5,40
MDR00156,12,Fikih,78.6,92.3,33
MDR00156,12,SKI,75.9,88.0,44
MDR00156,12,Quran-Hadis,79.0,94.7,36
MDR00156,12,Bahasa Arab,77.8,95.5,38
MDR00157,10,Akidah-Akhlak,77.4,95.3,47
MDR00157,10,Fikih,73.6,92.8,61
MDR00157,10,SKI,68.3,80.7,52
MDR00157,10,Quran-Hadis,77.6,94.6,60
MDR00157,10,Bahasa Arab,71.2,76.0,59
MDR00157,11,Akidah-Akhlak,77.7,93.3,48
MDR00157,11,Fikih,71.8,80.8,46
MDR00157,11,SKI,71.4,77.8,57
MDR00157,11,Quran-Hadis,75.0,91.0,54
MDR00157,11,Bahasa Arab,80.4,93.3,59
MDR00157,12,Akidah-Akhlak,76.2,100,52
MDR00157,12,Fikih,79.5,100,51
MDR00157,12,SKI,69.5,77.5,45
MDR00157,12,Quran-Hadis,77.0,88.7,52
MDR00157,12,Bahasa Arab,75.2,87.2,55
MDR00158,7,Akidah-Akhlak,69.2,63.8,30
MDR00158,7,Fikih,65.4,55.9,30
MDR00158,7,SKI,61.6,56.2,39
MDR00158,7,Quran-Hadis,65.4,55.9,40
MDR00158,7,Bahasa Arab,64.9,60.0,34
MDR00158,8,Akidah-Akhlak,67.7,76.5,35
MDR00158,8,Fikih,70.7,71.2,31
MDR00158,8,SKI,64.5,57.7,38
MDR00158,8,Quran-Hadis,65.6,67.0,36
MDR00158,8,Bahasa Arab,70.9,85.7,37
MDR00158,9,Akidah-Akhlak,71.4,77.6,31
MDR00158,9,Fikih,62.8,59.9,31
MDR00158,9,SKI,63.7,62.8,39
MDR00158,9,Quran-Hadis,61.5,51.5,31
MDR00158,9,Bahasa Arab,63.4,61.5,37
MDR00159,10,Akidah-Akhlak,82.8,100,103
MDR00159,10,Fikih,81.5,100,114
MDR00159,10,SKI,82.1,100,94
MDR00159,10,Quran-Hadis,85.1,100,103
MDR00159,10,Bahasa Arab,88.2,100,106
MDR00159,11,Akidah-Akhlak,85.4,100,96
MDR00159,11,Fikih,83.7,100,100
MDR00159,11,SKI,80.3,100,117
MDR00159,11,Quran-Hadis,79.8,100,94
MDR00159,11,Bahasa Arab,82.4,100,122
MDR00159,12,Akidah-Akhlak,83.2,100,113
MDR00159,12,Fikih,79.0,88.9,110
MDR00159,12,SKI,80.7,100,95
MDR00159,12,Quran-Hadis,85.0,100,97
MDR00159,12,Bahasa Arab,81.7,100,112
MDR00160,7,Akidah-Akhlak,65.7,68.7,12
MDR00160,7,Fikih,82.2,100,12
MDR00160,7,SKI,73.6,82.5,14
MDR00160,7,Quran-Hadis,70.2,77.2,14
MDR00160,7,Bahasa Arab,72.0,84.9,14
MDR00160,8,Akidah-Akhlak,77.2,88.3,12
MDR00160,8,Fikih,75.7,92.2,15
MDR00160,8,SKI,68.0,73.7,13
MDR00160,8,Quran-Hadis,75.4,88.5,12
MDR00160,8,Bahasa Arab,68.8,71.4,14
MDR00160,9,Akidah-Akhlak,74.4,90.7,13
MDR00160,9,Fikih,76.0,96.0,15
MDR00160,9,SKI,73.8,74.5,13
MDR00160,9,Quran-Hadis,78.1,97.0,14
MDR00160,9,Bahasa Arab,66.7,71.3,11
MDR00161,7,Akidah-Akhlak,67.7,74.0,88
MDR00161,7,Fikih,68.6,66.0,94
MDR00161,7,SKI,66.0,60.6,92
MDR00161,7,Quran-Hadis,64.7,66.6,82
MDR00161,7,Bahasa Arab,63.6,66.5,104
MDR00161,8,Akidah-Akhlak,76.5,91.1,98
MDR00161,8,Fikih,68.6,72.6,85
MDR00161,8,SKI,64.4,57.1,79
MDR00161,8,Quran-Hadis,72.3,85.8,86
MDR00161,8,Bahasa Arab,65.0,55.6,94
MDR00161,9,Akidah-Akhlak,64.0,55.8,97
MDR00161,9,Fikih,64.0,57.2,90
MDR00161,9,SKI,65.6,63.4,86
MDR00161,9,Quran-Hadis,65.2,59.0,104
MDR00161,9,Bahasa Arab,67.0,66.2,86
MDR00162,7,Akidah-Akhlak,66.9,72.6,85
MDR00162,7,Fikih,59.7,44.9,92
MDR00162,7,SKI,56.5,46.7,73
MDR00162,7,Quran-Hadis,63.7,60.2,86
MDR00162,7,Bahasa Arab,61.8,58.4,73
MDR00162,8,Akidah-Akhlak,63.6,68.5,83
MDR00162,8,Fikih,64.3,58.0,86
MDR00162,8,SKI,65.2,76.8,87
MDR00162,8,Quran-Hadis,66.8,62.3,82
MDR00162,8,Bahasa Arab,61.0,47.5,73
MDR00162,9,Akidah-Akhlak,69.5,71.3,74
MDR00162,9,Fikih,66.4,75.3,96
MDR00162,9,SKI,57.4,49.7,73
MDR00162,9,Quran-Hadis,64.4,58.5,92
MDR00162,9,Bahasa Arab,67.3,72.7,73
MDR00163,1,Akidah-Akhlak,75.0,88.0,10
MDR00163,1,Fikih,67.2,61.9,12
MDR00163,1,SKI,62.5,56.1,11
MDR00163,1,Quran-Hadis,68.7,73.7,10
MDR00163,1,Bahasa Arab,61.5,58.0,10
MDR00163,2,Akidah-Akhlak,66.4,74.9,13
MDR00163,2,Fikih,65.5,68.3,10
MDR00163,2,SKI,65.4,58.5,12
MDR00163,2,Quran-Hadis,70.1,81.5,13
MDR00163,2,Bahasa Arab,66.6,74.4,12
MDR00163,3,Akidah-Akhlak,67.7,65.8,12
MDR00163,3,Fikih,71.5,76.5,10
MDR00163,3,SKI,65.7,61.1,11
MDR00163,3,Quran-Hadis,72.7,82.9,11
MDR00163,3,Bahasa Arab,65.9,64.5,11
MDR00163,4,Akidah-Akhlak,67.5,68.6,13
MDR00163,4,Fikih,60.8,57.3,10
MDR00163,4,SKI,63.8,55.9,12
MDR00163,4,Quran-Hadis,70.0,76.7,12
MDR00163,4,Bahasa Arab,65.7,64.7,13
MDR00163,5,Akidah-Akhlak,67.1,77.4,12
MDR00163,5,Fikih,65.9,62.6,13
MDR00163,5,SKI,66.4,62.4,11
MDR00163,5,Quran-Hadis,68.3,79.2,12
MDR00163,5,Bahasa Arab,60.1,50.2,10
MDR00163,6,Akidah-Akhlak,69.9,73.5,10
MDR00163,6,Fikih,66.1,77.0,11
MDR00163,6,SKI,66.5,77.1,11
MDR00163,6,Quran-Hadis,72.6,80.7,11
MDR00163,6,Bahasa Arab,66.3,65.0,12
MDR00164,7,Akidah-Akhlak,70.4,70.1,61
MDR00164,7,Fikih,71.6,75.4,69
MDR00164,7,SKI,67.0,71.3,63
MDR00164,7,Quran-Hadis,70.8,73.4,69
MDR00164,7,Bahasa Arab,74.1,87.4,77
MDR00164,8,Akidah-Akhlak,74.1,83.1,60
MDR00164,8,Fikih,68.7,64.8,74
MDR00164,8,SKI,66.7,62.5,73
MDR00164,8,Quran-Hadis,68.7,80.7,60
MDR00164,8,Bahasa Arab,75.2,81.0,74
MDR00164,9,Akidah-Akhlak,72.5,84.8,69
MDR00164,9,Fikih,67.4,68.9,72
MDR00164,9,SKI,71.3,76.8,62
MDR00164,9,Quran-Hadis,73.0,80.4,57
MDR00164,9,Bahasa Arab,73.3,93.5,77
MDR00165,1,Akidah-Akhlak,76.3,92.2,24
MDR00165,1,Fikih,79.5,99.3,21
MDR00165,1,SKI,80.1,100,23
MDR00165,1,Quran-Hadis,80.9,100,21
MDR00165,1,Bahasa Arab,74.5,83.6,27
MDR00165,2,Akidah-Akhlak,77.2,87.3,27
MDR00165,2,Fikih,84.7,100,22
MDR00165,2,SKI,73.0,89.1,22
MDR00165,2,Quran-Hadis,76.6,99.3,26
MDR00165,2,Bahasa Arab,80.9,100,21
MDR00165,3,Akidah-Akhlak,79.0,99.3,23
MDR00165,3,Fikih,79.4,99.1,23
MDR00165,3,SKI,73.8,77.1,21
MDR00165,3,Quran-Hadis,81.5,100,26
MDR00165,3,Bahasa Arab,79.6,91.4,26
MDR00165,4,Akidah-Akhlak,84.7,100,26
MDR00165,4,Fikih,75.4,84.0,22
MDR00165,4,SKI,79.4,100,23
MDR00165,4,Quran-Hadis,78.5,89.2,27
MDR00165,4,Bahasa Arab,83.4,100,27
MDR00165,5,Akidah-Akhlak,81.1,100,24
MDR00165,5,Fikih,75.9,87.1,26
MDR00165,5,SKI,74.0,84.9,24
MDR00165,5,Quran-Hadis,77.6,90.6,23
MDR00165,5,Bahasa Arab,80.8,100,25
MDR00165,6,Akidah-Akhlak,79.9,100,26
MDR00165,6,Fikih,77.4,100,22
MDR00165,6,SKI,76.5,94.7,22
MDR00165,6,Quran-Hadis,81.6,100,27
MDR00165,6,Bahasa Arab,78.3,89.3,21
MDR00166,1,Akidah-Akhlak,74.4,85.4,41
MDR00166,1,Fikih,76.9,89.1,42
MDR00166,1,SKI,72.1,81.4,41
MDR00166,1,Quran-Hadis,77.2,85.9,38
MDR00166,1,Bahasa Arab,77.0,84.8,41
MDR00166,2,Akidah-Akhlak,76.9,96.2,42
MDR00166,2,Fikih,74.7,91.2,34
MDR00166,2,SKI,71.8,86.4,37
MDR00166,2,Quran-Hadis,75.6,88.5,45
MDR00166,2,Bahasa Arab,71.9,77.5,44
MDR00166,3,Akidah-Akhlak,74.5,82.8,34
MDR00166,3,Fikih,65.7,61.8,42
MDR00166,3,SKI,71.7,74.4,41
MDR00166,3,Quran-Hadis,78.7,98.5,39
MDR00166,3,Bahasa Arab,70.8,76.9,37
MDR00166,4,Akidah-Akhlak,73.6,85.6,34
MDR00166,4,Fikih,74.0,77.7,43
MDR00166,4,SKI,68.7,81.3,34
MDR00166,4,Quran-Hadis,73.5,83.4,40
MDR00166,4,Bahasa Arab,72.9,81.0,41
MDR00166,5,Akidah-Akhlak,78.1,82.9,44
MDR00166,5,Fikih,74.6,79.0,38
MDR00166,5,SKI,73.2,86.8,39
MDR00166,5,Quran-Hadis,70.6,87.4,41
MDR00166,5,Bahasa Arab,76.6,87.8,34
MDR00166,6,Akidah-Akhlak,75.7,81.6,40
MDR00166,6,Fikih,75.4,93.1,37
MDR00166,6,SKI,69.4,66.3,40
MDR00166,6,Quran-Hadis,80.6,100,36
MDR00166,6,Bahasa Arab,71.5,66.4,44
MDR00167,1,Akidah-Akhlak,65.1,62.8,27
